"archive","poc"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","WILHELM B (ORCID:0000-0002-0555-1915) curateur-edytem@univ-savoie.fr"
"Environnements, DYnamiques et TErritoires de la Montagne (EDYTEM)","WILHELM B (orcid:0000-0002-0555-1915) curateur-edytem@univ-smb.fr"
"University of Massachusetts","William Daniels"
"Lamont-Doherty Earth Observatory (LDEO)","William Ryan"
"Central Connecticut State University","Wizevichmic@ccsu.edu"
"Key Laboratory of Cenozoic Geology and Environment, Institute of Geology and Geophysics, Chinese Academy of Sciences","wjiang@mail.iggcas.ac.cn"
"Badong National Observatory and Research Station for Geohazards, China University of Geosciences, Wuhan ","wl@cug.edu.cn"
"EPOC","Xavier Crosta xavier.crosta@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Xavier CROSTA xavier.crosta@u-bordeaux.fr"
"EPOC","xavier.crosta@u-bordeaux.fr"
"Chinese Academy of Sciences, Institute of Geology and Geophysics (IGGCAS)","xhliu@mail.iggcas.ac cn"
"Chinese Academy of Sciences, Institute of Geology and Geophysics (IGGCAS)","xhliu@mail.iggcas.ac.cn"
"Chinese Academy of Sciences, Institute of Tibetan Plateau Research (CAS-ITP)","xhliu@mail.iggcas.ac.cn"
"None","xhliu@mail.iggcas.ac.cn"
"Chinese Academy of Sciences, Institute of Geology and Geophysics (IGGCAS)","xhliu@mail.iggcas.ac.cn
xjzhou@mail.iggcas.ac.cn"
"University of Arkansas","Xiangyang Xie"
"Nanjing University","Xiaozhi Yang"
"XXXXX","XXXXX YYYYY (XXXXX)"
"University of Houston (UH)","Y. Munoz"
"Missouri University of Science and Technology","yangwa@mst.edu"
"University Lancaster","Yani Najman"
NULL,"Yi Yan"
"UC Berkeley","yimingzhang@berkeley.edu"
"Brown University","Yinsui Zheng"
"Colorado School of Mines","ykuiper@mines.edu"
"University of Delaware","yochin@udel.edu"
"Ohio State University, Columbus, 43210","Yoko Miyakawa"
"Kochi Core Center","Yusuke Kubo"
"LDEO","Yuxin Zhou"
"Lamont-Doherty Earth Observatory","Yuxin Zhou"
"Yaakov Weiss","yweiss@ldeo.columbia.edu"
"WASA, Pakistan","zainababbas6@hotmail.com"
"CAROTHEQUE Environnements et paléoenvironnements océaniques et continentaux (EPOC)","Zaragosi Sébastien sebastien.Zaragosi@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","ZARAGOSI Sébastien sebastien.zaragosi@u-bordeaux.fr"
"Oberlin College Geology Department","zeb.page@oberlin.edu"
NULL,"Zhang Fei"
"Institute of Oceanology Chinese Academy of Sciences, Qingdao, China","zhangji9513@163.com"
"Beijing","zhangjw0911@163.com"
"Beijing","zhangjw0911@164.com"
"Beijing","zhangjw0911@165.com"
"Beijing","zhangjw0911@166.com"
"Beijing","zhangjw0911@167.com"
"Beijing","zhangjw0911@168.com"
"Beijing","zhangjw0911@169.com"
"Beijing","zhangjw0911@170.com"
"Beijing","zhangjw0911@171.com"
"Beijing","zhangjw0911@172.com"
"Beijing","zhangjw0911@173.com"
"Beijing","zhangjw0911@174.com"
"Beijing","zhangjw0911@175.com"
"Harvard","Zhongxing Chen"
"China University of Petroleum","zhoutfgeoscience@126.com"
"China University of Petroleum","zhoutfgeoscience@127.com"
"China University of Petroleum","zhoutfgeoscience@128.com"
"China University of Petroleum","zhoutfgeoscience@129.com"
"China University of Petroleum","zhoutfgeoscience@130.com"
"China University of Petroleum","zhoutfgeoscience@131.com"
"China University of Petroleum","zhoutfgeoscience@132.com"
"China University of Petroleum","zhoutfgeoscience@133.com"
"China University of Petroleum","zhoutfgeoscience@134.com"
"China University of Petroleum","zhoutfgeoscience@135.com"
"China University of Petroleum","zhoutfgeoscience@136.com"
"China University of Petroleum","zhoutfgeoscience@137.com"
"China University of Petroleum","zhoutfgeoscience@138.com"
"China University of Petroleum","zhoutfgeoscience@139.com"
"China University of Petroleum","zhoutfgeoscience@140.com"
"China University of Petroleum","zhoutfgeoscience@141.com"
"China University of Petroleum","zhoutfgeoscience@142.com"
"China University of Petroleum","zhoutfgeoscience@143.com"
"China University of Petroleum","zhoutfgeoscience@144.com"
"China University of Petroleum","zhoutfgeoscience@145.com"
"China University of Petroleum","zhoutfgeoscience@146.com"
"China University of Petroleum","zhoutfgeoscience@147.com"
"China University of Petroleum","zhoutfgeoscience@148.com"
"China University of Petroleum","zhoutfgeoscience@149.com"
"China University of Petroleum","zhoutfgeoscience@150.com"
"China University of Petroleum","zhoutfgeoscience@151.com"
"China University of Petroleum","zhoutfgeoscience@152.com"
"China University of Petroleum","zhoutfgeoscience@153.com"
"China University of Petroleum","zhoutfgeoscience@154.com"
"China University of Petroleum","zhoutfgeoscience@155.com"
"China University of Petroleum","zhoutfgeoscience@156.com"
"China University of Petroleum","zhoutfgeoscience@157.com"
"China University of Petroleum","zhoutfgeoscience@158.com"
"China University of Petroleum","zhoutfgeoscience@159.com"
"China University of Petroleum","zhoutfgeoscience@160.com"
"China University of Petroleum","zhoutfgeoscience@161.com"
"China University of Petroleum","zhoutfgeoscience@162.com"
"China University of Petroleum","zhoutfgeoscience@163.com"
"China University of Petroleum","zhoutfgeoscience@164.com"
"China University of Petroleum","zhoutfgeoscience@165.com"
"China University of Petroleum","zhoutfgeoscience@166.com"
"Lehigh University, Core Laboratory","ziy2@lehigh.edu"
"Lehigh University Core Laboratory","ziy2@lehigh.edu"
"Lehigh University (Lehigh)","ziy2@lehigh.edu"
"Lehigh University, Paleoecology Laboratory","ziy2@lehigh.edu"
"Lehigh University Earth and Environmental Sciences","ziy2@lehigh.edu"
"University of Science and Technology of China(USTC)","zjjing@ustc.edu.cn"
"Oberlin College Department of Geosciences","zpage@oberlin.edu"
"Syracuse University","Zunli Lu"
"University of Rhode Island (URI)",NULL
"University of Potsdam, Germany",NULL
"University of Pisa (UniPi)",NULL
"University of Southern California (USC)",NULL
"Chinese Academy of Geological Sciences, Institute of Geology",NULL
"Chinese Academy of Geological Sciences, Institute of Geomechanics",NULL
"University of Otago",NULL
"University of Oslo",NULL
"University of Tennesee",NULL
"University of Tennessee",NULL
"University of Oregon",NULL
"Chinese Academy of Sciences, Institute of Geology and Geophysics (IGGCAS)",NULL
"University of Texas-Austin",NULL
"University of Texas - Austin",NULL
"Chinese Academy of Sciences, Institute of Tibetan Plateau Research (CAS-ITP)",NULL
"University of Texas at Austin",NULL
"University of Texas at Austin (UT Austin)",NULL
"University of Texas at Austin, Department of Geography and the Environment",NULL
"University of New Mexico, Department of Earth and Planetary Sciences (UNM-EPS)",NULL
"Christian Timm; Cornel de Ronde",NULL
"University of New Mexico (UNM)",NULL
"University of New Mexico",NULL
"University of New Hampshire (UNH)",NULL
"University of the Witwatersrand, South Africa",NULL
"University of Nebraska-Lincoln (UNL)",NULL
"China University of Geosciences, Wuhan",NULL
"University of Nebraska",NULL
"China University Geosciences (Wuhan)",NULL
"University of Vermont Geology Department",NULL
"University of Vermont Geology Department and GNS Science Petlab collections",NULL
"University of Montpellier",NULL
"University of Victoria (UVic)",NULL
"University of Minnesota (UMN)",NULL
"Chevron North American Exploration and Production Company",NULL
"University of Washington",NULL
"University of Washington (UW)",NULL
"University of Washington Dept. of Oceanography",NULL
"Centro de Investigacion Cientifi ca y de Educacion Superior de Ensenada",NULL
"University of Wisconsin-Eau Claire (UWEC)",NULL
"University of Minnesota",NULL
"City College of New York, Geochemistry laboratory",NULL
"University of Mighigan",NULL
"University of Wisconsin-Milwaukee",NULL
"Case Western Reserve University (CWRU)",NULL
"University of Michigan (UMich)",NULL
"Colgate University",NULL
"University of Wisconsin Oshkosh",NULL
"University of Michigan",NULL
"University of Melbourne Thermochronology",NULL
"University of Maine (Maine)",NULL
"University of Louisiana at Monroe (ULM)",NULL
"Colorado College",NULL
"University of Kiel",NULL
"University of Kentucky",NULL
"University of Keil",NULL
"University of Kansas (KU)",NULL
"Colorado Geological Survey",NULL
"UNLV",NULL
"University of Kansas",NULL
"Colorado School of Mines",NULL
"Columbia University",NULL
"Uppsala University",NULL
"University of Iowa (UI)",NULL
"University of Iowa",NULL
"Continental and Coastal Morphodynamics (M2C; ISNI:0000 0004 0618 0276)",NULL
"Core Research Center, Bureau of Economic Geology, The University of Texas at Austin",NULL
"Cornell University (Cornell)",NULL
"University of Houston (UH)",NULL
"Crittenden",NULL
"Cumberland",NULL
"University of Hawaii (Hawaii)",NULL
"CUNY - College of Staten Island",NULL
"Curtin University WA",NULL
"CWU Hooper Lab",NULL
"USGS",NULL
"Dartmouth College",NULL
"USGS - Anchorage, AK",NULL
"University of Georgia (UGA)",NULL
"Carnegie Institution of Washington",NULL
"University of Georgia",NULL
"Deemer of PA Collection",NULL
"University of Geneva",NULL
"University of Florida Department of Geological Sciences",NULL
"Department of Earth & Atmospheric Sciences, University of Alberta",NULL
"University of Florida (UF)",NULL
"Department of Earth Sciences, Nanjing University,",NULL
"Carabid Collection (Pinned Vouchers) (NEONCARC-PV)",NULL
"Department of Earth, Environmental and Planetary Sciences, Brown University",NULL
"Carabid Collection (DNA Extracts) (NEONCARC-DNA)",NULL
"Utah State University",NULL
"University of Conneticut",NULL
"Department of Geography, University College London",NULL
"University of Colorado Boulder, Institute of Arctic and Alpine Research (INSTAAR)",NULL
"Canadian Space Agency Planetary Analogue Suite",NULL
"Canadian Geological Survey",NULL
"California State University Northridge and GNS Science Petlab collections",NULL
"California State University Northridge",NULL
"Victoria University of Wellington",NULL
"Virginia Institute of Marine Science (VIMS)",NULL
"Virginia Tech",NULL
"California State University at Long Beach",NULL
"University of Colorado (CU)",NULL
"California State Polytechnic University, Pomona (Cal Poly)",NULL
"California Institute of Technology (Caltech)",NULL
"University of Cologne",NULL
"University of Canterbury",NULL
"Department of Soil Science, Luiz de Queiroz College of Agriculture (ESALQ), University of São Paulo (USP), Piracicaba, São Paulo, 13418-900, Brazil",NULL
"California Institute of Technology",NULL
"University of Cambridge",NULL
"University of California, Santa Cruz (UCSC)",NULL
"Dept of EPS, UC Berkeley",NULL
"Destroyed",NULL
"University of California, Santa Barbara (UCSB)",NULL
"Diamond and Precious Metal Geology Institute, Siberian Branch, Russian Academy of Sciences",NULL
"Division Ciencias de la Tierra, Centro de Investigacion Cientifi ca y de Educaciin Superior de Ensenada",NULL
"University of California, Los Angeles (UCLA)",NULL
"University of California, Davis (UC Davis)",NULL
"Division Ciencias de la Tierra, Centro de Investigacion Cientifi ca y de Educacion Superior de Ensenada",NULL
"Domain Teaching Collection - D14 (NEONDTCD14)",NULL
"Duke University",NULL
"University of Calgary",NULL
"E.C. Andrews Geoscience Centre",NULL
"University of British Columbia",NULL
"University of Bristol, School of Earth Sciences",NULL
"University of Botswana",NULL
"University of Bordeaux",NULL
"University of Bergen",NULL
"Earth & Planetary Sciences Collections, Petrology section, University of New Mexico",NULL
"University of Arkansas",NULL
"East Carolina University (ECU)",NULL
"eBay",NULL
"eBay - gouriminerals2011",NULL
"University of Arizona",NULL
"University of Amsterdam (UvA)",NULL
"University of Alberta",NULL
"University of Alabama, Tuscaloosa and GNS Science Petlab collections",NULL
"University of Alabama (UA)",NULL
"University Kiel",NULL
"University College Dublin",NULL
"Ensenada Center for Scientific Research and Higher Education, Department of Physical Oceanography (CIECESE-DPO)",NULL
"Universität Wien (univie)",NULL
"Universität Salzburg",NULL
"Universitat Mainz",NULL
"Universita di Ferrara",NULL
"Universita degli Studi di Milano",NULL
"Erik Hauri at Carnegie",NULL
"Universidade Federal do Rio Grande do Sul",NULL
"ESS-DIVE",NULL
"Universidade de São Paulo, Piracicaba",NULL
"Universidad Nacional de Colombia, Sede Medellin",NULL
"Universidad Nacional de Colombia",NULL
"Universidad Nacional Autonoma de Mexico (UNAM)",NULL
"Universidad de Sonora",NULL
"Universidad de Chile",NULL
"ExoMars Ma_MISS sample catalogue",NULL
"Universidad Autonoma de Guerrero",NULL
"F. C. Deemer Collection",NULL
"F. C. Deemer, PA",NULL
"Univ. of Hawaii",NULL
"Faculty of ITC, University of Twente",NULL
"Federal Institute for Geosciences and Natural Resources",NULL
NULL,NULL
"Allegheny High School",NULL
"American Museum of Natural History",NULL
"Union Oil Company",NULL
"Florida International University",NULL
"Florida International University (FIU)",NULL
"uncollected",NULL
"Florida State University (FSU)",NULL
"UMass",NULL
"UKY",NULL
"UCSC",NULL
"UCONN",NULL
"Geochemistry laboratory, City College of New York",NULL
"U.S.G.S.",NULL
"Geological Society of Canada",NULL
"U.S. Geological Survey, Mineral Resources Program",NULL
"U.S. Geological Survey (USGS)",NULL
"Geological Survey of Canada",NULL
"U.S. Geological Survey",NULL
"Geological Survey of New South Wales",NULL
"U.S. Extended Continental Shelf Samples Repository (ECS)",NULL
"U. Minnesota",NULL
"U. Arizona",NULL
"Tulane University (Tulane)",NULL
"TU Freiberg",NULL
"Trinity University",NULL
"Tokyo Institute of Technology",NULL
"Tick Collection (DNA Extracts [Pathogen Extracts]) (NEONTICC-PE)",NULL
"Ghent University, Renard Centre of Marine Geology",NULL
"GNS Private Science Bag 1930",NULL
"The Second Institute of Oceanography,SOA",NULL
"The Hebrew University of Jerusalem",NULL
"The First Institute of Oceanography,SOA",NULL
"Texas Christian University",NULL
"Gulf Coast Repository, College Station, TX",NULL
"Hamilton College",NULL
"Texas A&M University, Integrated Ocean Drilling Program, College Station, TX, 77845, USA",NULL
"Harvard University",NULL
"Texas A&M University (TAMU)",NULL
"Harvard University (Harvard)",NULL
"Herptile Voucher Collection (Small Mammal and Fish Sampling Bycatch) (NEONHEVC-SMMB)",NULL
"TEST",NULL
"Terrestrial Plant Collection (Litterfall) (NEONTPLC-LF)",NULL
"Terrestrial Plant Collection (Canopy Foliage) (NEONTPLC-CF)",NULL
"Terrestrial Plant Collection (Belowground Biomass [Standard Sampling]) (NEONTPLC-BBS)",NULL
"Terrestrial Plant Collection (Belowground Biomass [Megapit]) (NEONTPLC-BBM)",NULL
"HIG",NULL
"IACT, Room,",NULL
"Taupo",NULL
"Tamara Baumberger",NULL
"TalTech Department of Geology",NULL
"Tallinn University of Technology, Institute of Geology (IGTUT)",NULL
"Swedish Museum of Natural History",NULL
"Surface Water Microbe Collection (Sterivex Filters) (NEONSWMC-SF)",NULL
"Surface Water Microbe Collection (DNA Extracts) (NEONSWMC-DNA)",NULL
"Idaho State Univeristy",NULL
"Stockholm University",NULL
"Station Biologique de Roscoff (SBR)",NULL
"Idaho State University",NULL
"iglinfo@boisestate.edu",NULL
"Stanford University (Stanford)",NULL
"Indiana-Purdue University",NULL
"Indiana University",NULL
"West Virginia University",NULL
"Western Australia University",NULL
"Bundesanstalt für Geowissenschaften und Rohstoffe (BGR) in Hannover Core repository ",NULL
"Stanford University",NULL
"Indiana University-Purdue University Indianapolis (IUPUI)",NULL
"Indiana University (IU)",NULL
"South Florida University",NULL
"Institut de Ciencies de la terra Jaume Almera",NULL
"Bucknell",NULL
"Brown University",NULL
"Soil Microbe Collection (DNA Extracts) (NEONSOMC-DNA)",NULL
"Soil Microbe Collection (DNA Extracts ) (NEONSOMC-DNA)",NULL
"Soil Microbe Collection (Bulk Subsamples) (NEONSOMC-BS)",NULL
"Soil Collection (Distributed Periodic) (NEONSOIC-DP)",NULL
"Institute for Planetary Materials, Okayama University",NULL
"SOEST",NULL
"Smithsonian Tropical Research Institute",NULL
"Institute of Earth Sciences, The Hebrew University of Jerusalm",NULL
"Skidaway Institute of Oceanography (SkIO)",NULL
"Sisyphus Consulting",NULL
"British Antarctic Survey/ University of Southampton",NULL
"SIO",NULL
"Scripps Institution of Oceanography (SIO)",NULL
"Boston University (BU)",NULL
"Scripps Institute of Oceanography (SIO)",NULL
"San Diego State University",NULL
"San Carlos Indian Reservation",NULL
"Birbal Sahni Institute of Paleobotany (BSIP)",NULL
"Institute of Geochemistry and Petrology, Department of Earth Sciences, ETH Zürich, Switzerland",NULL
"Rutgers University, Piscataway, NJ",NULL
"Bernhard Peucker-Ehrenbrink",NULL
"Benthic Microbe Collection (Sterivex Filters) (NEONBEMC-SF)",NULL
"Institute of Geological and Nuclear Sciences (GNS Science)",NULL
"Russian Academy of Science",NULL
"Institute of Marine Sciences-Bologna (ISMAR)",NULL
"Woods Hole Oceanographic Institution (WHOI)",NULL
"Benthic Microbe Collection (DNA Extracts) (NEONBEMC-DNA)",NULL
"WSU Hooper lab",NULL
"WSU Hooper Lab",NULL
"Richmond Field Station, University of California, Berkeley",NULL
"WUSTL: St Louis",NULL
"Rice University (Rice)",NULL
"RICE University",NULL
"Wyatt Du Frane",NULL
"Institute of Tibetan Plateau Research, Chinese Academy of Sciences",NULL
"Instituto Andaluz de Ciencias de la Tierra",NULL
"Instituto de Geociencias",NULL
"Instituto di Geologi Marina CNR (ISMCNR)",NULL
"pskemer@wustl.edu",NULL
"Integrated Ocean Drilling Program (IODP)",NULL
"Zekangen Techology,Beijing",NULL
"Princeton University Department of Geosciences",NULL
"Zooplankton Collection (DNA Extracts) (NEONZOOC-DNA)",NULL
"Princeton University (Princeton)",NULL
"Integrated Ocean Drilling Program, Bremen Core Repository (IODP-BCR)",NULL
"Zooplankton Collection (Unsorted Bulk Sample) (NEONZOOC-UB)",NULL
"Integrated Ocean Drilling Program, Kochi Core Center (IODP-KCC)",NULL
"Princeton",NULL
"Benthic Macroinvertebrate Collection (Taxonomy Reference Collection) (NEONBMIC-TR)",NULL
"IODP Gulf Coast Repository",NULL
"Iowa State University",NULL
"Portland State University (Portland State)",NULL
"ISTerre",NULL
"Benthic Macroinvertebrate Collection (DNA Extracts) (NEONBMIC-DNA)",NULL
"IUPUI",NULL
"Jackson School of Geosciences, University of Texas-Austin",NULL
"BELLE S null",NULL
"JAMSTEC",NULL
"Japan Agency for Marine-Earth Science and Technology (JAMSTEC)",NULL
"Polish Academy of Sciences, Institute of Paleobiology",NULL
"Polar Research Institute of China (PRIC)",NULL
"Johannes Gutenberg University Mainz",NULL
